Size:1853	TN:1853	FP:0	Accuracy:100.0%
Least:1720	312	0.38
Most:1105	1081	0.67
Line_en	Line_zh	Similarity	Pair
	80	1150	0.56	NO
	14	1444	0.48	NO
	532	1397	0.50	NO
	1113	677	0.50	NO
	1159	151	0.47	NO
	849	886	0.46	NO
	1552	945	0.65	NO
	1058	765	0.46	NO
	1773	1692	0.62	NO
	1208	952	0.45	NO
	1658	406	0.58	NO
	819	1805	0.51	NO
	1045	690	0.59	NO
	765	768	0.58	NO
	447	138	0.53	NO
	226	195	0.59	NO
	175	1619	0.57	NO
	998	190	0.50	NO
	1591	1285	0.48	NO
	1760	316	0.59	NO
	1117	1590	0.59	NO
	958	743	0.51	NO
	33	1294	0.48	NO
	1605	441	0.49	NO
	1690	1673	0.56	NO
	1748	543	0.53	NO
	372	759	0.50	NO
	1201	1457	0.57	NO
	1406	640	0.60	NO
	971	1632	0.56	NO
	1794	1083	0.51	NO
	1458	1069	0.53	NO
	303	492	0.55	NO
	869	435	0.56	NO
	805	247	0.42	NO
	379	897	0.52	NO
	769	1629	0.49	NO
	636	671	0.58	NO
	1708	803	0.50	NO
	790	1133	0.57	NO
	909	727	0.57	NO
	679	565	0.50	NO
	571	1033	0.53	NO
	242	409	0.52	NO
	1848	1382	0.56	NO
	1337	95	0.53	NO
	1359	929	0.52	NO
	1250	421	0.56	NO
	270	462	0.50	NO
	1128	125	0.58	NO
	1382	1633	0.60	NO
	1267	517	0.55	NO
	141	1755	0.45	NO
	1399	97	0.46	NO
	471	729	0.56	NO
	82	1771	0.47	NO
	862	290	0.50	NO
	99	1110	0.54	NO
	1173	1647	0.52	NO
	1008	669	0.48	NO
	1390	255	0.52	NO
	96	1286	0.54	NO
	1190	596	0.53	NO
	38	1507	0.55	NO
	1084	880	0.61	NO
	1159	892	0.50	NO
	1509	131	0.58	NO
	362	727	0.61	NO
	263	1078	0.52	NO
	1597	593	0.50	NO
	207	527	0.46	NO
	1658	447	0.59	NO
	970	113	0.56	NO
	1131	1582	0.56	NO
	170	1034	0.55	NO
	1742	950	0.53	NO
	891	1094	0.52	NO
	540	15	0.53	NO
	267	1315	0.51	NO
	864	1098	0.49	NO
	846	741	0.46	NO
	1636	1077	0.50	NO
	707	1154	0.49	NO
	933	1511	0.45	NO
	529	557	0.55	NO
	1532	958	0.60	NO
	873	617	0.54	NO
	814	1508	0.58	NO
	75	900	0.58	NO
	1529	871	0.55	NO
	927	1153	0.53	NO
	802	1527	0.61	NO
	165	800	0.51	NO
	162	449	0.58	NO
	1098	499	0.61	NO
	463	511	0.48	NO
	83	1271	0.48	NO
	1384	1484	0.55	NO
	1501	1026	0.45	NO
	1048	1243	0.56	NO
	250	1592	0.43	NO
	54	613	0.58	NO
	544	1528	0.50	NO
	479	683	0.61	NO
	970	880	0.56	NO
	426	1678	0.50	NO
	1715	187	0.52	NO
	977	1528	0.55	NO
	816	1441	0.49	NO
	1105	1179	0.51	NO
	1631	1077	0.46	NO
	1116	376	0.52	NO
	223	460	0.54	NO
	889	462	0.55	NO
	1530	1240	0.51	NO
	1717	1076	0.55	NO
	1034	892	0.52	NO
	1728	1493	0.57	NO
	188	133	0.45	NO
	1662	1614	0.51	NO
	903	332	0.57	NO
	231	1738	0.52	NO
	926	25	0.59	NO
	1295	599	0.60	NO
	887	394	0.49	NO
	1110	1291	0.51	NO
	1792	1685	0.54	NO
	1361	1544	0.46	NO
	1244	1111	0.61	NO
	1221	800	0.52	NO
	717	1798	0.49	NO
	433	869	0.57	NO
	1783	1198	0.46	NO
	804	199	0.48	NO
	1810	1191	0.48	NO
	123	792	0.51	NO
	966	389	0.52	NO
	326	1268	0.55	NO
	955	187	0.52	NO
	253	1485	0.59	NO
	1539	1187	0.49	NO
	1084	341	0.66	NO
	781	787	0.50	NO
	1268	1800	0.53	NO
	1450	1156	0.51	NO
	466	102	0.50	NO
	1363	1166	0.51	NO
	930	1542	0.59	NO
	1335	505	0.56	NO
	645	437	0.47	NO
	764	919	0.59	NO
	174	431	0.53	NO
	1042	388	0.46	NO
	577	646	0.55	NO
	944	1103	0.54	NO
	1339	1537	0.55	NO
	400	877	0.45	NO
	1017	1634	0.56	NO
	783	536	0.55	NO
	284	871	0.46	NO
	1261	959	0.48	NO
	440	69	0.62	NO
	1696	1556	0.53	NO
	1819	324	0.62	NO
	351	374	0.51	NO
	1413	838	0.50	NO
	1115	62	0.55	NO
	1701	575	0.57	NO
	1243	683	0.59	NO
	1599	525	0.57	NO
	1392	189	0.55	NO
	1711	1659	0.48	NO
	1059	1517	0.53	NO
	427	1734	0.51	NO
	151	1734	0.55	NO
	1636	1128	0.55	NO
	1382	911	0.59	NO
	1096	255	0.50	NO
	995	981	0.55	NO
	485	16	0.53	NO
	367	1454	0.54	NO
	1409	653	0.62	NO
	916	1633	0.48	NO
	739	1580	0.44	NO
	1353	1766	0.57	NO
	1204	1353	0.48	NO
	1047	1776	0.50	NO
	1191	426	0.45	NO
	1038	1662	0.53	NO
	54	1774	0.58	NO
	79	142	0.57	NO
	1586	573	0.54	NO
	125	840	0.59	NO
	1758	860	0.52	NO
	979	414	0.62	NO
	285	1638	0.54	NO
	469	1610	0.55	NO
	185	1817	0.48	NO
	360	807	0.48	NO
	1452	142	0.51	NO
	384	1842	0.56	NO
	1424	582	0.56	NO
	1083	526	0.50	NO
	829	1780	0.53	NO
	324	1373	0.51	NO
	595	1343	0.46	NO
	298	1486	0.48	NO
	1184	973	0.60	NO
	1719	722	0.53	NO
	1509	1335	0.56	NO
	1247	819	0.54	NO
	1191	1628	0.56	NO
	962	520	0.55	NO
	411	605	0.55	NO
	1642	436	0.57	NO
	1714	1346	0.52	NO
	289	90	0.53	NO
	180	637	0.54	NO
	418	1681	0.49	NO
	822	1849	0.55	NO
	1829	1845	0.57	NO
	991	260	0.59	NO
	1518	1788	0.54	NO
	229	1344	0.64	NO
	1082	1204	0.44	NO
	1310	1797	0.57	NO
	1089	588	0.55	NO
	1311	1438	0.61	NO
	1059	380	0.43	NO
	1561	1571	0.50	NO
	275	1789	0.47	NO
	622	179	0.51	NO
	526	1457	0.55	NO
	933	553	0.54	NO
	1664	1198	0.51	NO
	877	745	0.46	NO
	770	206	0.60	NO
	1236	1309	0.59	NO
	476	1537	0.55	NO
	697	722	0.47	NO
	960	1189	0.57	NO
	615	1297	0.57	NO
	1045	141	0.59	NO
	773	1208	0.48	NO
	1661	924	0.51	NO
	586	1157	0.55	NO
	882	391	0.56	NO
	1063	1653	0.57	NO
	177	917	0.50	NO
	566	1430	0.58	NO
	923	1068	0.48	NO
	159	99	0.50	NO
	1795	354	0.50	NO
	1555	1040	0.54	NO
	1720	312	0.38	NO
	1837	1686	0.47	NO
	520	1117	0.49	NO
	617	1453	0.52	NO
	1451	255	0.48	NO
	1566	1084	0.55	NO
	284	858	0.52	NO
	1664	138	0.52	NO
	1544	1632	0.64	NO
	638	479	0.47	NO
	794	776	0.54	NO
	1658	1307	0.52	NO
	792	1791	0.59	NO
	1467	1231	0.50	NO
	1350	1238	0.48	NO
	1148	292	0.55	NO
	458	1166	0.58	NO
	67	514	0.54	NO
	753	1487	0.55	NO
	482	1801	0.47	NO
	568	1524	0.59	NO
	606	494	0.56	NO
	1784	1849	0.56	NO
	399	1049	0.53	NO
	409	511	0.50	NO
	318	1198	0.58	NO
	193	1807	0.49	NO
	1000	362	0.50	NO
	320	498	0.46	NO
	957	1368	0.47	NO
	1638	353	0.49	NO
	1078	1199	0.52	NO
	46	509	0.60	NO
	1647	612	0.58	NO
	1262	17	0.54	NO
	321	1833	0.53	NO
	182	1238	0.50	NO
	1591	929	0.57	NO
	888	1442	0.51	NO
	1627	1703	0.56	NO
	1086	1579	0.48	NO
	950	971	0.58	NO
	348	597	0.58	NO
	1151	865	0.54	NO
	72	1075	0.54	NO
	1600	881	0.48	NO
	1686	1238	0.45	NO
	1545	973	0.55	NO
	102	1577	0.49	NO
	661	527	0.51	NO
	1843	173	0.44	NO
	841	477	0.53	NO
	465	556	0.51	NO
	332	637	0.57	NO
	1632	1645	0.60	NO
	1649	1715	0.46	NO
	394	536	0.56	NO
	1160	519	0.53	NO
	799	106	0.51	NO
	1699	1357	0.54	NO
	882	1167	0.54	NO
	754	687	0.40	NO
	1533	549	0.59	NO
	306	723	0.61	NO
	1020	1128	0.50	NO
	1344	222	0.55	NO
	547	1408	0.54	NO
	1776	1157	0.54	NO
	1005	679	0.54	NO
	838	1750	0.57	NO
	1788	1805	0.46	NO
	1541	1553	0.48	NO
	1135	419	0.60	NO
	629	570	0.51	NO
	170	839	0.47	NO
	1307	231	0.57	NO
	1537	722	0.52	NO
	1299	729	0.44	NO
	1687	954	0.54	NO
	60	453	0.51	NO
	260	426	0.52	NO
	963	288	0.57	NO
	1535	1851	0.58	NO
	1281	766	0.57	NO
	1212	1831	0.51	NO
	18	1051	0.56	NO
	684	491	0.57	NO
	1835	1426	0.57	NO
	1181	198	0.61	NO
	1516	664	0.41	NO
	452	134	0.58	NO
	1096	1422	0.52	NO
	1617	272	0.50	NO
	491	1384	0.59	NO
	774	1357	0.57	NO
	1720	1488	0.53	NO
	223	433	0.56	NO
	1201	628	0.47	NO
	217	324	0.48	NO
	616	1319	0.59	NO
	1621	442	0.52	NO
	1063	1460	0.52	NO
	634	772	0.56	NO
	1474	1429	0.55	NO
	98	92	0.50	NO
	728	286	0.41	NO
	837	1042	0.53	NO
	864	55	0.52	NO
	584	369	0.50	NO
	1511	1578	0.50	NO
	877	676	0.55	NO
	876	1013	0.48	NO
	380	1480	0.56	NO
	1178	435	0.59	NO
	748	601	0.60	NO
	875	81	0.47	NO
	435	428	0.51	NO
	1038	12	0.51	NO
	1364	866	0.60	NO
	760	709	0.63	NO
	1015	559	0.53	NO
	1751	714	0.52	NO
	1750	1522	0.58	NO
	530	16	0.52	NO
	1208	832	0.45	NO
	1351	860	0.51	NO
	430	1691	0.45	NO
	1012	311	0.51	NO
	1844	1035	0.54	NO
	1370	355	0.52	NO
	964	1673	0.57	NO
	515	654	0.45	NO
	67	1467	0.59	NO
	272	935	0.54	NO
	1136	156	0.58	NO
	1082	917	0.54	NO
	1367	1498	0.56	NO
	1260	1347	0.50	NO
	1470	488	0.58	NO
	3	1655	0.60	NO
	1461	1528	0.53	NO
	855	1711	0.59	NO
	1440	1377	0.51	NO
	38	1155	0.54	NO
	1112	1443	0.52	NO
	1309	824	0.57	NO
	1427	494	0.43	NO
	1681	1450	0.50	NO
	1019	610	0.51	NO
	474	234	0.53	NO
	1394	305	0.50	NO
	153	409	0.54	NO
	367	417	0.54	NO
	1057	57	0.61	NO
	1748	723	0.55	NO
	904	56	0.56	NO
	1571	633	0.52	NO
	2	1739	0.56	NO
	335	772	0.56	NO
	100	542	0.57	NO
	327	1046	0.52	NO
	757	1001	0.56	NO
	1168	1349	0.55	NO
	1485	1800	0.50	NO
	859	615	0.54	NO
	1473	1045	0.58	NO
	1637	1829	0.54	NO
	315	598	0.52	NO
	203	937	0.51	NO
	1281	366	0.53	NO
	1274	178	0.51	NO
	687	8	0.56	NO
	311	756	0.51	NO
	1511	1294	0.57	NO
	773	969	0.47	NO
	1385	1731	0.51	NO
	552	607	0.53	NO
	1446	1261	0.48	NO
	756	652	0.49	NO
	313	1725	0.49	NO
	1486	804	0.52	NO
	240	1335	0.58	NO
	844	1632	0.56	NO
	12	91	0.58	NO
	59	1071	0.52	NO
	631	260	0.54	NO
	635	1769	0.53	NO
	210	1331	0.54	NO
	688	1326	0.56	NO
	203	870	0.51	NO
	1293	1462	0.44	NO
	846	789	0.52	NO
	65	1400	0.59	NO
	919	796	0.47	NO
	417	1493	0.62	NO
	1515	1709	0.47	NO
	526	969	0.54	NO
	544	728	0.50	NO
	132	542	0.57	NO
	243	386	0.58	NO
	271	782	0.61	NO
	1668	1709	0.50	NO
	411	1757	0.49	NO
	1679	1807	0.54	NO
	928	302	0.55	NO
	1823	505	0.48	NO
	1710	1083	0.57	NO
	1692	1032	0.51	NO
	431	932	0.50	NO
	1696	519	0.59	NO
	536	1236	0.52	NO
	3	30	0.56	NO
	224	1119	0.46	NO
	1710	970	0.58	NO
	355	1192	0.50	NO
	562	1543	0.47	NO
	799	388	0.50	NO
	975	275	0.49	NO
	1443	1359	0.52	NO
	1470	830	0.57	NO
	1484	188	0.50	NO
	97	767	0.45	NO
	1499	1453	0.56	NO
	590	1099	0.54	NO
	1079	1102	0.61	NO
	1815	1006	0.54	NO
	218	831	0.51	NO
	55	1686	0.51	NO
	98	1545	0.49	NO
	733	520	0.59	NO
	684	1415	0.51	NO
	1604	647	0.49	NO
	1808	1473	0.53	NO
	1795	1181	0.48	NO
	1546	842	0.51	NO
	1221	1524	0.54	NO
	1051	1369	0.59	NO
	535	425	0.52	NO
	581	426	0.46	NO
	1583	1047	0.56	NO
	865	809	0.50	NO
	1755	827	0.51	NO
	1229	1674	0.52	NO
	270	738	0.54	NO
	1333	1256	0.57	NO
	1266	811	0.50	NO
	695	905	0.51	NO
	637	839	0.61	NO
	686	1075	0.56	NO
	1346	555	0.52	NO
	402	1772	0.48	NO
	406	632	0.54	NO
	599	525	0.57	NO
	433	1358	0.53	NO
	240	373	0.55	NO
	1660	1290	0.60	NO
	1822	394	0.44	NO
	1024	248	0.53	NO
	459	1268	0.48	NO
	1318	589	0.53	NO
	1060	1012	0.56	NO
	689	944	0.56	NO
	434	1401	0.51	NO
	528	803	0.58	NO
	1008	1588	0.49	NO
	517	1380	0.49	NO
	706	1830	0.56	NO
	1774	861	0.61	NO
	339	805	0.49	NO
	1226	1295	0.52	NO
	1357	1164	0.56	NO
	1675	1807	0.53	NO
	1267	1780	0.56	NO
	1630	1292	0.56	NO
	1168	638	0.50	NO
	883	263	0.49	NO
	166	1453	0.55	NO
	671	335	0.61	NO
	78	1437	0.59	NO
	682	776	0.62	NO
	462	1689	0.48	NO
	1201	830	0.51	NO
	1794	1002	0.54	NO
	81	392	0.52	NO
	332	902	0.60	NO
	347	1623	0.57	NO
	346	216	0.61	NO
	1776	1067	0.53	NO
	813	1852	0.55	NO
	263	887	0.48	NO
	1313	734	0.58	NO
	30	0	0.53	NO
	1535	1474	0.50	NO
	1474	1235	0.53	NO
	372	1189	0.57	NO
	641	1149	0.48	NO
	1290	170	0.55	NO
	122	224	0.54	NO
	1311	1724	0.54	NO
	796	1084	0.57	NO
	243	1841	0.54	NO
	1438	824	0.50	NO
	1068	150	0.47	NO
	1583	1740	0.54	NO
	323	1008	0.54	NO
	403	766	0.61	NO
	1709	310	0.55	NO
	562	1025	0.57	NO
	290	1479	0.56	NO
	1782	829	0.51	NO
	858	1063	0.53	NO
	417	1643	0.51	NO
	946	312	0.50	NO
	1049	901	0.55	NO
	1827	387	0.62	NO
	284	351	0.52	NO
	487	1130	0.56	NO
	710	1618	0.51	NO
	808	46	0.61	NO
	584	502	0.49	NO
	848	1000	0.49	NO
	569	881	0.54	NO
	1338	1753	0.49	NO
	1185	568	0.56	NO
	985	771	0.58	NO
	363	832	0.47	NO
	920	1116	0.52	NO
	1559	1196	0.52	NO
	589	689	0.50	NO
	147	243	0.56	NO
	1611	62	0.51	NO
	567	523	0.45	NO
	144	133	0.49	NO
	1721	723	0.55	NO
	587	1698	0.51	NO
	1032	394	0.54	NO
	1276	764	0.50	NO
	1549	529	0.57	NO
	1004	101	0.53	NO
	1815	1828	0.60	NO
	1375	885	0.49	NO
	1532	395	0.56	NO
	1429	473	0.57	NO
	1692	563	0.45	NO
	478	1470	0.57	NO
	1105	664	0.49	NO
	564	1641	0.46	NO
	216	1228	0.58	NO
	1803	641	0.52	NO
	1750	1223	0.55	NO
	254	798	0.49	NO
	504	127	0.61	NO
	1740	1010	0.52	NO
	1687	1086	0.48	NO
	1175	78	0.54	NO
	385	701	0.55	NO
	924	491	0.47	NO
	230	709	0.58	NO
	908	1147	0.50	NO
	1137	1799	0.55	NO
	1330	192	0.58	NO
	78	1109	0.51	NO
	888	1561	0.51	NO
	646	1361	0.56	NO
	556	592	0.59	NO
	1065	134	0.61	NO
	422	404	0.53	NO
	1752	1126	0.56	NO
	1095	512	0.47	NO
	1668	1276	0.55	NO
	125	428	0.46	NO
	1478	538	0.56	NO
	506	1303	0.55	NO
	703	1350	0.46	NO
	157	663	0.60	NO
	220	1311	0.65	NO
	834	840	0.52	NO
	344	1445	0.48	NO
	1440	627	0.51	NO
	1522	1351	0.63	NO
	1135	439	0.56	NO
	1711	1667	0.60	NO
	305	801	0.52	NO
	664	1166	0.64	NO
	1575	1680	0.53	NO
	44	725	0.56	NO
	1758	181	0.63	NO
	1737	1354	0.58	NO
	154	1301	0.50	NO
	921	807	0.49	NO
	1272	769	0.53	NO
	57	1676	0.58	NO
	804	632	0.45	NO
	583	214	0.54	NO
	1208	1171	0.49	NO
	1267	353	0.50	NO
	446	934	0.49	NO
	1082	1743	0.47	NO
	464	975	0.57	NO
	842	406	0.51	NO
	620	869	0.60	NO
	150	1225	0.48	NO
	167	1203	0.56	NO
	1376	1015	0.52	NO
	714	299	0.46	NO
	1101	688	0.58	NO
	1529	616	0.62	NO
	295	405	0.53	NO
	1664	1204	0.42	NO
	1694	1308	0.51	NO
	816	1691	0.44	NO
	1635	743	0.48	NO
	27	800	0.54	NO
	1850	1799	0.51	NO
	519	1562	0.54	NO
	1170	546	0.51	NO
	274	297	0.55	NO
	423	1380	0.55	NO
	488	1582	0.60	NO
	1130	72	0.56	NO
	1784	179	0.52	NO
	1395	1242	0.58	NO
	1283	1373	0.54	NO
	968	1350	0.50	NO
	576	86	0.57	NO
	323	254	0.54	NO
	1460	1483	0.47	NO
	1357	198	0.59	NO
	1228	7	0.47	NO
	1614	404	0.52	NO
	1699	868	0.52	NO
	401	416	0.49	NO
	910	871	0.58	NO
	1041	133	0.53	NO
	527	1838	0.58	NO
	387	1430	0.60	NO
	87	1677	0.52	NO
	137	319	0.57	NO
	353	624	0.59	NO
	1407	446	0.55	NO
	1245	638	0.58	NO
	1158	1441	0.58	NO
	1263	666	0.43	NO
	491	311	0.53	NO
	1271	736	0.53	NO
	736	109	0.52	NO
	164	410	0.53	NO
	680	12	0.53	NO
	1463	88	0.49	NO
	1137	463	0.43	NO
	721	594	0.44	NO
	487	1229	0.54	NO
	1007	765	0.52	NO
	312	1806	0.50	NO
	1213	739	0.51	NO
	1741	449	0.58	NO
	91	1242	0.60	NO
	1812	1395	0.52	NO
	46	198	0.55	NO
	1814	132	0.55	NO
	712	944	0.50	NO
	1083	68	0.56	NO
	358	1440	0.49	NO
	686	655	0.59	NO
	1209	0	0.47	NO
	1695	1678	0.51	NO
	116	1729	0.54	NO
	468	574	0.53	NO
	671	236	0.59	NO
	1017	1009	0.48	NO
	1313	311	0.49	NO
	1190	1342	0.51	NO
	441	1635	0.49	NO
	1312	867	0.53	NO
	1306	1038	0.50	NO
	1397	1845	0.50	NO
	482	691	0.51	NO
	1219	28	0.55	NO
	559	1461	0.53	NO
	1431	375	0.61	NO
	1196	924	0.58	NO
	278	629	0.51	NO
	1511	924	0.45	NO
	1299	162	0.62	NO
	920	1553	0.57	NO
	1300	1713	0.52	NO
	188	944	0.53	NO
	724	69	0.64	NO
	943	1829	0.59	NO
	1318	1560	0.50	NO
	998	959	0.61	NO
	943	805	0.50	NO
	1555	285	0.57	NO
	888	175	0.52	NO
	1059	369	0.54	NO
	550	1441	0.51	NO
	994	671	0.62	NO
	1384	67	0.55	NO
	355	466	0.49	NO
	756	1776	0.54	NO
	1581	507	0.50	NO
	992	1623	0.56	NO
	563	532	0.61	NO
	492	1096	0.53	NO
	1126	1622	0.44	NO
	262	1481	0.44	NO
	1368	1513	0.48	NO
	1136	667	0.49	NO
	17	1052	0.52	NO
	1518	1288	0.47	NO
	173	1037	0.50	NO
	480	1306	0.45	NO
	198	824	0.53	NO
	1479	129	0.61	NO
	467	49	0.58	NO
	299	728	0.55	NO
	822	248	0.56	NO
	562	888	0.52	NO
	196	1101	0.55	NO
	22	113	0.54	NO
	495	1026	0.52	NO
	1519	36	0.57	NO
	1039	1040	0.64	NO
	522	1230	0.48	NO
	1775	1769	0.51	NO
	72	1037	0.44	NO
