Size:1853	TN:1853	FP:0	Accuracy:100.0%
Least:353	751	0.39
Most:783	853	0.69
Line_en	Line_zh	Similarity	Pair
	1516	196	0.52	NO
	1299	1550	0.61	NO
	886	1304	0.53	NO
	548	1029	0.47	NO
	1372	687	0.51	NO
	804	140	0.49	NO
	1004	240	0.51	NO
	675	185	0.52	NO
	1536	819	0.53	NO
	824	415	0.52	NO
	917	316	0.54	NO
	197	1567	0.47	NO
	1138	1056	0.50	NO
	1382	160	0.55	NO
	1671	1683	0.54	NO
	1513	377	0.51	NO
	983	1491	0.54	NO
	1767	1132	0.51	NO
	1738	1179	0.54	NO
	1252	484	0.49	NO
	1684	921	0.57	NO
	1622	725	0.54	NO
	909	1739	0.60	NO
	166	573	0.49	NO
	1010	1248	0.46	NO
	1640	767	0.56	NO
	1804	1076	0.46	NO
	61	285	0.68	NO
	103	1546	0.53	NO
	1430	1323	0.45	NO
	807	563	0.50	NO
	228	1713	0.52	NO
	1123	1580	0.54	NO
	318	1185	0.59	NO
	336	1089	0.51	NO
	1037	429	0.52	NO
	1323	1482	0.55	NO
	583	1183	0.53	NO
	741	365	0.54	NO
	1798	1417	0.57	NO
	972	208	0.55	NO
	1769	1023	0.56	NO
	1511	1256	0.51	NO
	754	850	0.43	NO
	225	91	0.52	NO
	1475	598	0.51	NO
	1140	725	0.54	NO
	476	1523	0.47	NO
	1543	177	0.50	NO
	272	1019	0.53	NO
	699	643	0.51	NO
	397	1195	0.60	NO
	209	1648	0.45	NO
	890	275	0.45	NO
	5	854	0.57	NO
	1825	902	0.50	NO
	1265	1428	0.42	NO
	934	806	0.56	NO
	1480	296	0.52	NO
	1765	1658	0.59	NO
	1027	1469	0.67	NO
	1311	418	0.60	NO
	772	560	0.52	NO
	7	1501	0.52	NO
	1513	748	0.57	NO
	177	1040	0.58	NO
	394	786	0.55	NO
	1715	950	0.50	NO
	1829	478	0.53	NO
	819	1510	0.57	NO
	655	1385	0.51	NO
	263	70	0.56	NO
	889	1805	0.55	NO
	353	751	0.39	NO
	989	317	0.53	NO
	1402	30	0.54	NO
	561	1164	0.57	NO
	212	363	0.59	NO
	1188	1164	0.45	NO
	669	1300	0.55	NO
	1104	1323	0.49	NO
	970	877	0.48	NO
	351	20	0.57	NO
	1262	1453	0.57	NO
	1050	346	0.63	NO
	272	396	0.50	NO
	1545	1742	0.59	NO
	909	47	0.51	NO
	1380	1036	0.57	NO
	327	363	0.52	NO
	289	952	0.51	NO
	564	1448	0.46	NO
	569	960	0.53	NO
	321	1041	0.51	NO
	924	769	0.54	NO
	1401	1781	0.56	NO
	1389	688	0.48	NO
	1395	342	0.62	NO
	550	1411	0.51	NO
	1466	1286	0.52	NO
	35	1200	0.52	NO
	1154	858	0.59	NO
	621	1694	0.54	NO
	283	1826	0.55	NO
	1597	1095	0.53	NO
	1676	1419	0.62	NO
	291	474	0.59	NO
	213	145	0.49	NO
	53	121	0.61	NO
	641	1223	0.55	NO
	633	1280	0.53	NO
	1018	1844	0.52	NO
	1225	1835	0.48	NO
	323	1607	0.49	NO
	985	244	0.59	NO
	492	1307	0.49	NO
	1528	1708	0.53	NO
	1228	1639	0.53	NO
	821	319	0.60	NO
	940	663	0.62	NO
	144	861	0.52	NO
	495	989	0.57	NO
	1720	426	0.57	NO
	1103	1155	0.50	NO
	927	1250	0.59	NO
	1410	508	0.47	NO
	1423	554	0.59	NO
	184	1175	0.50	NO
	1402	719	0.52	NO
	250	1212	0.48	NO
	447	1125	0.59	NO
	619	923	0.50	NO
	396	488	0.61	NO
	109	1149	0.53	NO
	1667	1723	0.54	NO
	46	374	0.57	NO
	1513	1668	0.52	NO
	16	354	0.51	NO
	21	572	0.55	NO
	557	359	0.54	NO
	54	1105	0.50	NO
	1446	1460	0.50	NO
	451	340	0.45	NO
	146	1501	0.53	NO
	466	140	0.52	NO
	1110	545	0.61	NO
	1040	1002	0.55	NO
	1736	1689	0.55	NO
	1565	787	0.60	NO
	455	1262	0.60	NO
	146	317	0.51	NO
	1437	1639	0.58	NO
	267	177	0.48	NO
	773	206	0.55	NO
	1177	520	0.51	NO
	1451	674	0.54	NO
	368	1600	0.63	NO
	512	37	0.53	NO
	963	674	0.51	NO
	269	493	0.58	NO
	860	144	0.56	NO
	1362	1080	0.56	NO
	1679	1603	0.54	NO
	1564	85	0.51	NO
	628	1006	0.58	NO
	1719	1064	0.57	NO
	1263	1409	0.59	NO
	365	516	0.47	NO
	1183	835	0.52	NO
	601	1535	0.58	NO
	855	250	0.47	NO
	131	1699	0.55	NO
	638	373	0.40	NO
	1314	72	0.57	NO
	129	1583	0.52	NO
	935	292	0.58	NO
	1002	1541	0.58	NO
	1543	1808	0.58	NO
	476	1679	0.42	NO
	1375	238	0.52	NO
	213	1713	0.56	NO
	1783	120	0.54	NO
	1051	1359	0.55	NO
	107	507	0.45	NO
	718	978	0.50	NO
	963	601	0.49	NO
	1708	1775	0.48	NO
	1844	347	0.54	NO
	786	421	0.54	NO
	636	1276	0.51	NO
	368	1270	0.51	NO
	640	1597	0.57	NO
	1563	365	0.51	NO
	21	1399	0.55	NO
	993	41	0.46	NO
	659	911	0.52	NO
	311	607	0.46	NO
	1773	1478	0.49	NO
	395	755	0.56	NO
	803	1683	0.53	NO
	1235	47	0.54	NO
	1739	1816	0.55	NO
	879	1797	0.62	NO
	90	773	0.59	NO
	937	985	0.65	NO
	717	1097	0.56	NO
	1254	598	0.49	NO
	191	736	0.50	NO
	978	704	0.60	NO
	90	1486	0.51	NO
	1430	436	0.48	NO
	1321	477	0.59	NO
	339	1104	0.59	NO
	1752	1777	0.49	NO
	740	878	0.52	NO
	606	1699	0.49	NO
	1418	419	0.51	NO
	181	1577	0.48	NO
	817	1156	0.56	NO
	483	74	0.53	NO
	659	403	0.55	NO
	146	964	0.55	NO
	1042	11	0.59	NO
	1492	1072	0.57	NO
	1100	1592	0.47	NO
	1727	397	0.60	NO
	1790	1597	0.51	NO
	749	1080	0.52	NO
	352	769	0.63	NO
	193	1015	0.55	NO
	1667	1061	0.54	NO
	1707	1220	0.50	NO
	970	458	0.58	NO
	1158	622	0.55	NO
	249	275	0.47	NO
	1061	1187	0.48	NO
	429	1552	0.52	NO
	1351	1099	0.54	NO
	571	1014	0.54	NO
	943	1329	0.59	NO
	1316	1348	0.60	NO
	771	1415	0.53	NO
	53	661	0.54	NO
	1036	193	0.52	NO
	255	1603	0.51	NO
	826	523	0.55	NO
	272	728	0.60	NO
	818	1028	0.49	NO
	394	481	0.57	NO
	394	627	0.52	NO
	812	1407	0.55	NO
	470	1109	0.52	NO
	1426	1509	0.54	NO
	1580	861	0.48	NO
	690	1226	0.52	NO
	428	872	0.47	NO
	459	369	0.52	NO
	1128	1254	0.49	NO
	423	305	0.53	NO
	531	1540	0.51	NO
	658	491	0.58	NO
	1119	692	0.57	NO
	1205	263	0.51	NO
	1414	1143	0.54	NO
	499	1225	0.49	NO
	1334	627	0.52	NO
	491	403	0.65	NO
	1750	132	0.57	NO
	998	601	0.47	NO
	21	1463	0.47	NO
	1330	732	0.55	NO
	503	1308	0.55	NO
	1428	1200	0.54	NO
	1380	730	0.58	NO
	437	270	0.51	NO
	1006	1713	0.50	NO
	940	440	0.52	NO
	1462	1545	0.52	NO
	815	402	0.59	NO
	164	207	0.53	NO
	1786	402	0.58	NO
	1258	579	0.55	NO
	1666	1739	0.51	NO
	1497	492	0.59	NO
	627	1472	0.52	NO
	1287	1391	0.47	NO
	1465	1168	0.51	NO
	1096	296	0.47	NO
	195	1164	0.54	NO
	62	1665	0.54	NO
	409	1102	0.48	NO
	1371	683	0.49	NO
	1538	902	0.54	NO
	1417	1850	0.46	NO
	1716	1386	0.56	NO
	237	1415	0.54	NO
	1257	202	0.56	NO
	1645	671	0.68	NO
	1010	715	0.53	NO
	1643	1481	0.50	NO
	335	1093	0.54	NO
	856	1136	0.54	NO
	1206	1064	0.53	NO
	1468	1639	0.51	NO
	1391	1420	0.47	NO
	1113	1112	0.49	NO
	1618	491	0.54	NO
	1230	924	0.51	NO
	1831	834	0.52	NO
	922	594	0.53	NO
	1532	1145	0.55	NO
	1308	1741	0.57	NO
	1108	691	0.58	NO
	950	1300	0.55	NO
	1607	715	0.50	NO
	1659	1527	0.59	NO
	964	983	0.56	NO
	428	1153	0.46	NO
	1550	1707	0.53	NO
	836	1334	0.57	NO
	433	1200	0.55	NO
	1286	780	0.52	NO
	1655	532	0.58	NO
	396	346	0.56	NO
	35	1663	0.56	NO
	1589	800	0.51	NO
	1744	162	0.62	NO
	1668	1608	0.52	NO
	1031	1130	0.51	NO
	986	385	0.61	NO
	713	1097	0.52	NO
	1205	382	0.50	NO
	50	549	0.56	NO
	1261	471	0.48	NO
	1294	738	0.57	NO
	1534	1037	0.48	NO
	825	396	0.57	NO
	1637	278	0.46	NO
	1502	1535	0.59	NO
	675	1787	0.50	NO
	1599	1826	0.48	NO
	1405	95	0.53	NO
	1479	1847	0.59	NO
	5	1498	0.64	NO
	1412	342	0.57	NO
	684	1087	0.54	NO
	1653	1149	0.51	NO
	1808	363	0.48	NO
	506	579	0.65	NO
	1668	1509	0.50	NO
	1703	1523	0.57	NO
	173	1109	0.50	NO
	1101	888	0.49	NO
	178	890	0.53	NO
	24	1306	0.57	NO
	1286	307	0.60	NO
	45	549	0.61	NO
	1383	1011	0.58	NO
	610	480	0.57	NO
	1514	130	0.56	NO
	1249	8	0.48	NO
	1062	377	0.52	NO
	1004	834	0.52	NO
	1283	375	0.56	NO
	1307	340	0.48	NO
	520	743	0.56	NO
	1242	671	0.62	NO
	728	1695	0.54	NO
	400	948	0.54	NO
	809	1074	0.47	NO
	1469	1456	0.44	NO
	784	577	0.48	NO
	1350	217	0.51	NO
	425	961	0.56	NO
	1363	1496	0.54	NO
	1291	1507	0.57	NO
	1679	381	0.52	NO
	1575	392	0.55	NO
	120	501	0.48	NO
	1308	431	0.54	NO
	1644	647	0.52	NO
	1566	493	0.56	NO
	1260	611	0.61	NO
	716	1283	0.55	NO
	1457	1830	0.55	NO
	886	801	0.58	NO
	1754	1673	0.49	NO
	117	777	0.48	NO
	244	1412	0.50	NO
	537	792	0.57	NO
	761	573	0.57	NO
	1266	1177	0.55	NO
	756	1663	0.51	NO
	142	1601	0.54	NO
	1555	1573	0.54	NO
	372	1204	0.52	NO
	584	1710	0.46	NO
	1676	855	0.43	NO
	453	1607	0.51	NO
	293	493	0.57	NO
	848	1845	0.48	NO
	351	1249	0.55	NO
	1386	1310	0.49	NO
	1374	1240	0.53	NO
	858	403	0.54	NO
	680	13	0.57	NO
	810	59	0.48	NO
	1650	1146	0.58	NO
	86	404	0.52	NO
	1306	1640	0.53	NO
	892	191	0.60	NO
	711	1150	0.56	NO
	510	27	0.52	NO
	1717	821	0.51	NO
	50	727	0.54	NO
	14	105	0.48	NO
	1175	1607	0.48	NO
	1593	1208	0.59	NO
	1682	1213	0.50	NO
	1596	209	0.43	NO
	811	773	0.58	NO
	1781	1597	0.55	NO
	602	1319	0.55	NO
	227	735	0.52	NO
	1709	975	0.51	NO
	1346	495	0.58	NO
	1227	1391	0.47	NO
	1848	328	0.47	NO
	529	66	0.53	NO
	1035	547	0.50	NO
	1346	403	0.59	NO
	1818	797	0.44	NO
	1119	1256	0.49	NO
	1564	747	0.57	NO
	165	144	0.50	NO
	393	398	0.51	NO
	1063	379	0.57	NO
	1394	560	0.56	NO
	1497	1740	0.51	NO
	1782	73	0.48	NO
	1548	536	0.57	NO
	462	749	0.48	NO
	0	227	0.52	NO
	1306	764	0.55	NO
	1542	739	0.51	NO
	1170	1341	0.53	NO
	1136	1737	0.56	NO
	64	367	0.52	NO
	294	179	0.57	NO
	1194	1486	0.55	NO
	1819	87	0.52	NO
	186	1060	0.54	NO
	132	1025	0.56	NO
	898	1732	0.57	NO
	74	1077	0.56	NO
	742	625	0.54	NO
	1508	1060	0.53	NO
	1497	1815	0.53	NO
	1826	1280	0.57	NO
	1128	1736	0.50	NO
	1428	148	0.58	NO
	1749	138	0.46	NO
	1382	254	0.51	NO
	1415	1488	0.48	NO
	1825	808	0.49	NO
	463	1071	0.49	NO
	486	1591	0.57	NO
	1364	511	0.54	NO
	1412	1467	0.47	NO
	1212	535	0.45	NO
	1308	1134	0.57	NO
	1471	1624	0.49	NO
	1540	840	0.52	NO
	1179	253	0.55	NO
	917	606	0.46	NO
	1454	16	0.56	NO
	427	690	0.55	NO
	1342	919	0.49	NO
	1561	798	0.58	NO
	934	148	0.53	NO
	582	960	0.50	NO
	1617	607	0.56	NO
	1750	1558	0.51	NO
	821	1071	0.47	NO
	892	1144	0.60	NO
	8	206	0.59	NO
	782	40	0.53	NO
	1353	1541	0.56	NO
	320	323	0.50	NO
	684	26	0.48	NO
	1086	605	0.53	NO
	1580	1425	0.47	NO
	398	589	0.47	NO
	590	1522	0.54	NO
	1107	297	0.50	NO
	147	797	0.44	NO
	29	1596	0.59	NO
	881	787	0.48	NO
	822	324	0.50	NO
	845	97	0.44	NO
	1754	754	0.44	NO
	175	1484	0.47	NO
	706	1567	0.43	NO
	32	275	0.44	NO
	796	693	0.60	NO
	976	1066	0.60	NO
	1220	700	0.57	NO
	17	1253	0.47	NO
	909	786	0.54	NO
	107	888	0.50	NO
	657	479	0.48	NO
	1818	160	0.50	NO
	88	1639	0.58	NO
	226	749	0.52	NO
	1108	74	0.46	NO
	507	926	0.55	NO
	1614	93	0.56	NO
	83	1828	0.56	NO
	142	415	0.52	NO
	625	598	0.48	NO
	819	1127	0.51	NO
	1361	1211	0.54	NO
	153	372	0.64	NO
	756	761	0.47	NO
	1610	960	0.49	NO
	1043	1752	0.48	NO
	1178	409	0.58	NO
	877	1825	0.50	NO
	267	357	0.54	NO
	1331	1401	0.57	NO
	1361	1736	0.47	NO
	1817	1285	0.49	NO
	1501	1808	0.58	NO
	1495	983	0.52	NO
	733	263	0.58	NO
	1489	919	0.54	NO
	1135	594	0.48	NO
	76	308	0.58	NO
	420	690	0.53	NO
	1078	1608	0.51	NO
	214	1652	0.53	NO
	1241	228	0.45	NO
	685	1484	0.60	NO
	1840	1355	0.53	NO
	196	213	0.51	NO
	902	1051	0.51	NO
	592	477	0.55	NO
	329	1841	0.51	NO
	784	1705	0.55	NO
	976	1265	0.52	NO
	1537	475	0.52	NO
	946	1787	0.58	NO
	859	1304	0.50	NO
	408	432	0.56	NO
	804	482	0.44	NO
	1155	994	0.57	NO
	1586	1413	0.57	NO
	1310	769	0.55	NO
	396	527	0.47	NO
	737	405	0.57	NO
	1213	288	0.58	NO
	1761	533	0.57	NO
	35	862	0.53	NO
	1465	1234	0.57	NO
	811	315	0.57	NO
	436	1566	0.51	NO
	1504	1525	0.49	NO
	466	1581	0.53	NO
	552	765	0.47	NO
	333	944	0.52	NO
	1209	1092	0.52	NO
	1499	1296	0.52	NO
	1200	1740	0.51	NO
	171	958	0.54	NO
	276	644	0.52	NO
	941	1068	0.53	NO
	242	241	0.49	NO
	342	395	0.50	NO
	1705	1384	0.57	NO
	632	1851	0.56	NO
	1010	905	0.58	NO
	1464	669	0.57	NO
	86	1094	0.53	NO
	1791	1769	0.64	NO
	1383	1092	0.47	NO
	1402	94	0.52	NO
	1571	1503	0.55	NO
	772	958	0.59	NO
	1053	645	0.61	NO
	1061	1182	0.62	NO
	901	376	0.54	NO
	932	7	0.54	NO
	365	1457	0.53	NO
	792	424	0.47	NO
	243	881	0.50	NO
	41	734	0.54	NO
	160	1406	0.52	NO
	1362	690	0.56	NO
	747	658	0.56	NO
	1002	105	0.54	NO
	1251	1162	0.42	NO
	1594	1307	0.51	NO
	1359	187	0.53	NO
	894	951	0.58	NO
	463	1525	0.51	NO
	1035	732	0.56	NO
	1724	762	0.48	NO
	1764	68	0.55	NO
	136	637	0.54	NO
	1088	571	0.48	NO
	296	666	0.59	NO
	344	1839	0.57	NO
	1623	195	0.52	NO
	1364	1834	0.60	NO
	1378	945	0.46	NO
	58	77	0.54	NO
	1070	1194	0.60	NO
	1326	315	0.55	NO
	1323	468	0.52	NO
	430	1523	0.52	NO
	324	1343	0.44	NO
	1069	1794	0.53	NO
	1031	1800	0.47	NO
	1443	693	0.51	NO
	1260	88	0.53	NO
	836	282	0.53	NO
	1264	487	0.53	NO
	197	1115	0.56	NO
	1499	417	0.52	NO
	1249	867	0.59	NO
	1398	910	0.47	NO
	76	1787	0.54	NO
	1231	1085	0.46	NO
	640	561	0.59	NO
	1687	78	0.55	NO
	569	684	0.47	NO
	1262	194	0.54	NO
	146	658	0.61	NO
	1578	1637	0.48	NO
	478	339	0.54	NO
	1013	993	0.54	NO
	27	1473	0.62	NO
	357	478	0.48	NO
	30	434	0.48	NO
	534	1499	0.56	NO
	1826	679	0.51	NO
	376	230	0.56	NO
	900	398	0.59	NO
	1263	972	0.55	NO
	1743	103	0.49	NO
	1077	1646	0.55	NO
	1345	1171	0.57	NO
	1548	782	0.53	NO
	1410	1109	0.51	NO
	135	623	0.59	NO
	448	164	0.39	NO
	390	1702	0.57	NO
	1380	1335	0.59	NO
	1312	1222	0.58	NO
	574	189	0.52	NO
	1601	235	0.47	NO
	832	1225	0.53	NO
	493	1068	0.58	NO
	1287	1650	0.51	NO
	1543	351	0.53	NO
	87	217	0.52	NO
	1276	424	0.43	NO
	1831	88	0.51	NO
	1747	962	0.51	NO
	1075	653	0.56	NO
	283	864	0.46	NO
	1271	1235	0.49	NO
	1315	225	0.55	NO
	1298	630	0.52	NO
	1077	710	0.57	NO
	483	328	0.52	NO
	32	14	0.52	NO
	226	1102	0.54	NO
	468	889	0.55	NO
	537	1223	0.58	NO
	994	304	0.50	NO
	260	88	0.49	NO
	854	1316	0.53	NO
	234	267	0.43	NO
	723	409	0.51	NO
	353	784	0.52	NO
	322	1094	0.55	NO
	1049	170	0.45	NO
	925	1082	0.54	NO
	1687	35	0.57	NO
	532	1396	0.51	NO
	710	1119	0.57	NO
	738	1703	0.55	NO
	152	987	0.55	NO
	261	1272	0.52	NO
	1362	211	0.51	NO
	181	1005	0.61	NO
	1435	338	0.49	NO
	1811	1105	0.51	NO
	115	1086	0.55	NO
	150	716	0.53	NO
	948	1610	0.61	NO
	798	1133	0.56	NO
	895	434	0.50	NO
	1315	1231	0.57	NO
	1110	853	0.63	NO
	1247	1357	0.63	NO
	1131	465	0.56	NO
	837	0	0.46	NO
	36	1297	0.57	NO
	1605	392	0.49	NO
	774	15	0.51	NO
	1656	163	0.47	NO
	1340	1480	0.57	NO
	1076	1550	0.60	NO
	1351	853	0.59	NO
	1671	281	0.49	NO
	493	781	0.51	NO
	1091	753	0.55	NO
	1599	865	0.50	NO
	1307	1626	0.54	NO
	315	117	0.58	NO
	319	711	0.51	NO
	404	920	0.61	NO
	1295	257	0.53	NO
	71	1447	0.48	NO
	703	1478	0.51	NO
	406	1350	0.66	NO
	1396	668	0.59	NO
	837	962	0.52	NO
	855	479	0.54	NO
	117	1005	0.48	NO
	1308	1604	0.52	NO
	95	718	0.50	NO
	335	1303	0.54	NO
	1203	276	0.60	NO
	225	1606	0.58	NO
	991	951	0.60	NO
	352	664	0.55	NO
	434	249	0.56	NO
	1591	407	0.54	NO
	1849	1439	0.50	NO
	452	325	0.57	NO
	1513	864	0.50	NO
	1468	1357	0.58	NO
	1306	1060	0.56	NO
	502	1252	0.56	NO
	1586	337	0.58	NO
	455	947	0.55	NO
	1304	704	0.54	NO
	1436	1835	0.54	NO
	1551	315	0.53	NO
	1714	908	0.46	NO
	224	1300	0.56	NO
	527	1846	0.52	NO
	16	1326	0.48	NO
	1077	275	0.47	NO
	343	646	0.58	NO
	703	185	0.56	NO
	1022	1384	0.63	NO
	127	725	0.60	NO
	74	1668	0.55	NO
	824	1664	0.56	NO
	1004	1769	0.55	NO
	217	821	0.61	NO
	752	567	0.53	NO
	1345	961	0.56	NO
	256	1399	0.50	NO
	844	137	0.63	NO
	996	828	0.58	NO
	1554	411	0.55	NO
	144	1609	0.54	NO
	1187	347	0.51	NO
	801	12	0.52	NO
	48	708	0.48	NO
	1702	1198	0.50	NO
	779	1138	0.49	NO
	407	643	0.57	NO
	1764	1293	0.55	NO
	515	522	0.59	NO
	1289	363	0.43	NO
	436	297	0.52	NO
	1035	814	0.55	NO
